Session will be spooled to /home/appuser/query15.txt
Enter SPOOL OFF to disable

ksql> SELECT
    from_unixtime(WINDOWSTART) as window_start,
    from_unixtime(WINDOWEND) as window_end,
    weightId,
    avg(weight) as avg_weight
      FROM weightStream
    WINDOW SESSION (3 SECONDS)
    GROUP BY weightId
    EMIT CHANGES;
+----------------------------------------------------+----------------------------------------------------+----------------------------------------------------+----------------------------------------------------+
|WINDOW_START                                        |WINDOW_END                                          |WEIGHTID                                            |AVG_WEIGHT                                          |
|2024-06-05T15:52:26.000                             |2024-06-05T15:52:40.000                             |3                                                   |15.285958515288911                                  |
|2024-06-05T15:52:41.000                             |2024-06-05T15:52:41.000                             |2                                                   |23.0638900495226                                    |
|2024-06-05T15:52:42.000                             |2024-06-05T15:52:43.000                             |1                                                   |15.330513131224443                                  |
|2024-06-05T15:52:44.000                             |2024-06-05T15:52:45.000                             |3                                                   |11.888424946698589                                  |
|<TOMBSTONE>                                         |<TOMBSTONE>                                         |3                                                   |<TOMBSTONE>                                         |
|2024-06-05T15:52:44.000                             |2024-06-05T15:52:48.000                             |3                                                   |11.731596720863541                                  |
|2024-06-05T15:52:49.000                             |2024-06-05T15:52:49.000                             |2                                                   |16.60002102292269                                   |
|<TOMBSTONE>                                         |<TOMBSTONE>                                         |2                                                   |<TOMBSTONE>                                         |
|2024-06-05T15:52:49.000                             |2024-06-05T15:52:51.000                             |2                                                   |18.485510587031396                                  |
|2024-06-05T15:52:52.000                             |2024-06-05T15:52:53.000                             |1                                                   |17.08071378500728                                   |
|<TOMBSTONE>                                         |<TOMBSTONE>                                         |2                                                   |<TOMBSTONE>                                         |
|<TOMBSTONE>                                         |<TOMBSTONE>                                         |1                                                   |<TOMBSTONE>                                         |
|2024-06-05T15:52:52.000                             |2024-06-05T15:52:56.000                             |1                                                   |15.265859806727118                                  |
|2024-06-05T15:52:49.000                             |2024-06-05T15:52:57.000                             |2                                                   |19.49306112731814                                   |
|2024-06-05T15:52:58.000                             |2024-06-05T15:52:58.000                             |3                                                   |15.752608000568184                                  |
|<TOMBSTONE>                                         |<TOMBSTONE>                                         |1                                                   |<TOMBSTONE>                                         |
|2024-06-05T15:52:52.000                             |2024-06-05T15:53:00.000                             |1                                                   |15.788262877897786                                  |
|2024-06-05T15:53:01.000                             |2024-06-05T15:53:01.000                             |2                                                   |10.551316108039256                                  |
|<TOMBSTONE>                                         |<TOMBSTONE>                                         |2                                                   |<TOMBSTONE>                                         |
|2024-06-05T15:53:01.000                             |2024-06-05T15:53:02.000                             |2                                                   |13.874305722807563                                  |
|<TOMBSTONE>                                         |<TOMBSTONE>                                         |1                                                   |<TOMBSTONE>                                         |
|2024-06-05T15:52:52.000                             |2024-06-05T15:53:03.000                             |1                                                   |14.882624654278493                                  |
|2024-06-05T15:53:04.000                             |2024-06-05T15:53:05.000                             |3                                                   |18.49771786416184                                   |
|<TOMBSTONE>                                         |<TOMBSTONE>                                         |3                                                   |<TOMBSTONE>                                         |
|2024-06-05T15:53:07.000                             |2024-06-05T15:53:08.000                             |2                                                   |16.252467381985237                                  |
|2024-06-05T15:53:04.000                             |2024-06-05T15:53:09.000                             |3                                                   |15.82085204853558                                   |
Query terminated

ksql> spool off
                   |2024-06-05T15:53:06.000                             |3                                                   |16.399749943194262                                  |
|2024-06-05T15:53:07.000                             |2024-06-05T15:53:08.000                             |2                                                   |16.252467381985237                                  |
|<TOMBSTONE>                                         |<TOMBSTONE>                                         |3                                                   |<TOMBSTONE>                                         |
|2024-06-05T15:53:04.000                             |2024-06-05T15:53:09.000                             |3                                                   |15.82085204853558                                   |
